1000 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 1815| 1000         | 0,0000975       | 0,0001098     | -0,0000123    | 12,6 
 1816| 1000         | 0,0001025       | 0,0002385     | -0,0001360    | 132,7 
 1817| 1000         | 0,0000950       | 0,0002344     | -0,0001394    | 146,7 
 1818| 1000         | 0,0000962       | 0,0002430     | -0,0001468    | 152,6 
 1819| 1000         | 0,0000892       | 0,0002432     | -0,0001540    | 172,6 
 1820| 1000         | 0,0000949       | 0,0002316     | -0,0001367    | 144,0 
 1821| 1000         | 0,0000956       | 0,0002354     | -0,0001398    | 146,2 
 1822| 1000         | 0,0001019       | 0,0003092     | -0,0002073    | 203,4 
 1823| 1000         | 0,0000976       | 0,0002207     | -0,0001231    | 126,1 
 1824| 1000         | 0,0000914       | 0,0002121     | -0,0001207    | 132,1 
 1825| 1000         | 0,0000898       | 0,0002349     | -0,0001451    | 161,6 
 1826| 1000         | 0,0000892       | 0,0002267     | -0,0001375    | 154,1 
 1827| 1000         | 0,0000899       | 0,0002324     | -0,0001425    | 158,5 
 1828| 1000         | 0,0000974       | 0,0002344     | -0,0001370    | 140,7 
 1829| 1000         | 0,0000936       | 0,0002430     | -0,0001494    | 159,6 
 1830| 1000         | 0,0000943       | 0,0002234     | -0,0001291    | 136,9 
 1831| 1000         | 0,0000912       | 0,0002324     | -0,0001412    | 154,8 
 1832| 1000         | 0,0000925       | 0,0002225     | -0,0001300    | 140,5 
 1833| 1000         | 0,0000953       | 0,0002287     | -0,0001334    | 140,0 
 1834| 1000         | 0,0000916       | 0,0002212     | -0,0001296    | 141,5 
 1835| 1000         | 0,0000920       | 0,0002317     | -0,0001397    | 151,8 
 1836| 1000         | 0,0000958       | 0,0002324     | -0,0001366    | 142,6 
 1837| 1000         | 0,0000991       | 0,0002332     | -0,0001341    | 135,3 
 1838| 1000         | 0,0000922       | 0,0003274     | -0,0002352    | 255,1 
 1839| 1000         | 0,0000938       | 0,0003716     | -0,0002778    | 296,2 
 1840| 1000         | 0,0000953       | 0,0003528     | -0,0002575    | 270,2 
 1841| 1000         | 0,0000934       | 0,0005109     | -0,0004175    | 447,0 
 1842| 1000         | 0,0000963       | 0,0003623     | -0,0002660    | 276,2 
 1843| 1000         | 0,0000971       | 0,0003612     | -0,0002641    | 272,0 
 1844| 1000         | 0,0000894       | 0,0003689     | -0,0002795    | 312,6 
 1845| 1000         | 0,0002014       | 0,0004380     | -0,0002366    | 117,5 
 1846| 1000         | 0,0000927       | 0,0005862     | -0,0004935    | 532,4 
 1847| 1000         | 0,0001042       | 0,0005041     | -0,0003999    | 383,8 
 1848| 1000         | 0,0001185       | 0,0005351     | -0,0004166    | 351,6 
 1849| 1000         | 0,0001002       | 0,0004432     | -0,0003430    | 342,3 
 1850| 1000         | 0,0000931       | 0,0004528     | -0,0003597    | 386,4 
 1851| 1000         | 0,0000952       | 0,0003659     | -0,0002707    | 284,3 
 1852| 1000         | 0,0000941       | 0,0004749     | -0,0003808    | 404,7 
 1853| 1000         | 0,0001000       | 0,0008904     | -0,0007904    | 790,4 
 1854| 1000         | 0,0001033       | 0,0057053     | -0,0056020    | 5423,1 
 1855| 1000         | 0,0001030       | 0,0007982     | -0,0006952    | 674,9 
 1856| 1000         | 0,0000938       | 0,0008230     | -0,0007292    | 777,4 
 1857| 1000         | 0,0001015       | 0,0007623     | -0,0006608    | 651,0 
 1858| 1000         | 0,0001029       | 0,0045517     | -0,0044488    | 4323,4 
 1859| 1000         | 0,0002131       | 0,0072575     | -0,0070444    | 3305,7 
 1860| 1000         | 0,0001083       | 0,0009000     | -0,0007917    | 731,0 
 1861| 1000         | 0,0001360       | 0,0006255     | -0,0004895    | 359,9 
 1862| 1000         | 0,0001070       | 0,0004531     | -0,0003461    | 323,5 
 1863| 1000         | 0,0001003       | 0,0004444     | -0,0003441    | 343,1 
 1864| 1000         | 0,0000996       | 0,0004392     | -0,0003396    | 341,0 
 1865| 1000         | 0,0000891       | 0,0004352     | -0,0003461    | 388,4 
 1866| 1000         | 0,0000934       | 0,0004785     | -0,0003851    | 412,3 
 1867| 1000         | 0,0000933       | 0,0004341     | -0,0003408    | 365,3 
 1868| 1000         | 0,0000906       | 0,0004387     | -0,0003481    | 384,2 
 1869| 1000         | 0,0000934       | 0,0004975     | -0,0004041    | 432,6 
 1870| 1000         | 0,0001955       | 0,0010426     | -0,0008471    | 433,3 
 1871| 1000         | 0,0017052       | 0,0006443     | 0,0010609     | -62,2 
 1872| 1000         | 0,0001309       | 0,0004618     | -0,0003309    | 252,8 
 1873| 1000         | 0,0001198       | 0,0004547     | -0,0003349    | 279,5 
 1874| 1000         | 0,0001394       | 0,0012425     | -0,0011031    | 791,3 
 1875| 1000         | 0,0001354       | 0,0004324     | -0,0002970    | 219,3 
 1876| 1000         | 0,0000961       | 0,0002768     | -0,0001807    | 188,0 
 1877| 1000         | 0,0000989       | 0,0002582     | -0,0001593    | 161,1 
 1878| 1000         | 0,0000930       | 0,0002440     | -0,0001510    | 162,4 
 1879| 1000         | 0,0000939       | 0,0002437     | -0,0001498    | 159,5 
 1880| 1000         | 0,0000890       | 0,0002475     | -0,0001585    | 178,1 
 1881| 1000         | 0,0000924       | 0,0002457     | -0,0001533    | 165,9 
 1882| 1000         | 0,0000880       | 0,0002328     | -0,0001448    | 164,5 
 1883| 1000         | 0,0000911       | 0,0002435     | -0,0001524    | 167,3 
 1884| 1000         | 0,0000899       | 0,0002530     | -0,0001631    | 181,4 
 1885| 1000         | 0,0001477       | 0,0002404     | -0,0000927    | 62,8 
 1886| 1000         | 0,0000853       | 0,0002302     | -0,0001449    | 169,9 
 1887| 1000         | 0,0000901       | 0,0002495     | -0,0001594    | 176,9 
 1888| 1000         | 0,0000880       | 0,0002475     | -0,0001595    | 181,2 
 1889| 1000         | 0,0000888       | 0,0002427     | -0,0001539    | 173,3 
 1890| 1000         | 0,0000915       | 0,0002369     | -0,0001454    | 158,9 
 1891| 1000         | 0,0000946       | 0,0002440     | -0,0001494    | 157,9 
 1892| 1000         | 0,0000920       | 0,0002455     | -0,0001535    | 166,8 
 1893| 1000         | 0,0000898       | 0,0002326     | -0,0001428    | 159,0 
 1894| 1000         | 0,0000870       | 0,0002324     | -0,0001454    | 167,1 
 1895| 1000         | 0,0000896       | 0,0002410     | -0,0001514    | 169,0 
 1896| 1000         | 0,0000875       | 0,0002395     | -0,0001520    | 173,7 
 1897| 1000         | 0,0000899       | 0,0002531     | -0,0001632    | 181,5 
 1898| 1000         | 0,0000891       | 0,0002433     | -0,0001542    | 173,1 
 1899| 1000         | 0,0000891       | 0,0002741     | -0,0001850    | 207,6 
 1900| 1000         | 0,0000924       | 0,0002487     | -0,0001563    | 169,2 
 1901| 1000         | 0,0000902       | 0,0002547     | -0,0001645    | 182,4 
 1902| 1000         | 0,0000877       | 0,0002363     | -0,0001486    | 169,4 
 1903| 1000         | 0,0000954       | 0,0002516     | -0,0001562    | 163,7 
 1904| 1000         | 0,0000886       | 0,0002208     | -0,0001322    | 149,2 
 1905| 1000         | 0,0000900       | 0,0002387     | -0,0001487    | 165,2 
 1906| 1000         | 0,0000862       | 0,0002157     | -0,0001295    | 150,2 
 1907| 1000         | 0,0000873       | 0,0002119     | -0,0001246    | 142,7 
 1908| 1000         | 0,0000935       | 0,0002249     | -0,0001314    | 140,5 
 1909| 1000         | 0,0000872       | 0,0002235     | -0,0001363    | 156,3 
 1910| 1000         | 0,0000959       | 0,0002367     | -0,0001408    | 146,8 
 1911| 1000         | 0,0000893       | 0,0002401     | -0,0001508    | 168,9 
 1912| 1000         | 0,0000941       | 0,0002252     | -0,0001311    | 139,3 
 1913| 1000         | 0,0000903       | 0,0002318     | -0,0001415    | 156,7 
 1914| 1000         | 0,0000892       | 0,0002599     | -0,0001707    | 191,4 
 1915| 1000         | 0,0000907       | 0,0002354     | -0,0001447    | 159,5 
 1916| 1000         | 0,0000917       | 0,0002348     | -0,0001431    | 156,1 
 1917| 1000         | 0,0000890       | 0,0002847     | -0,0001957    | 219,9 
 1918| 1000         | 0,0000941       | 0,0002485     | -0,0001544    | 164,1 
 1919| 1000         | 0,0000892       | 0,0002453     | -0,0001561    | 175,0 
 1920| 1000         | 0,0000910       | 0,0002186     | -0,0001276    | 140,2 
 1921| 1000         | 0,0000860       | 0,0002334     | -0,0001474    | 171,4 
 1922| 1000         | 0,0000897       | 0,0002309     | -0,0001412    | 157,4 
 1923| 1000         | 0,0000925       | 0,0002301     | -0,0001376    | 148,8 
 1924| 1000         | 0,0000892       | 0,0002246     | -0,0001354    | 151,8 
 1925| 1000         | 0,0000954       | 0,0002379     | -0,0001425    | 149,4 
 1926| 1000         | 0,0000875       | 0,0002266     | -0,0001391    | 159,0 
 1927| 1000         | 0,0000904       | 0,0002164     | -0,0001260    | 139,4 
 1928| 1000         | 0,0000879       | 0,0002297     | -0,0001418    | 161,3 
 1929| 1000         | 0,0000879       | 0,0002336     | -0,0001457    | 165,8 
 1930| 1000         | 0,0000908       | 0,0002224     | -0,0001316    | 144,9 
 1931| 1000         | 0,0000904       | 0,0002380     | -0,0001476    | 163,3 
 1932| 1000         | 0,0000941       | 0,0002130     | -0,0001189    | 126,4 
 1933| 1000         | 0,0000898       | 0,0002289     | -0,0001391    | 154,9 
 1934| 1000         | 0,0000919       | 0,0002272     | -0,0001353    | 147,2 
 1935| 1000         | 0,0000930       | 0,0002457     | -0,0001527    | 164,2 
 1936| 1000         | 0,0000890       | 0,0002328     | -0,0001438    | 161,6 
 1937| 1000         | 0,0000910       | 0,0002245     | -0,0001335    | 146,7 
 1938| 1000         | 0,0001019       | 0,0002378     | -0,0001359    | 133,4 
 1939| 1000         | 0,0000941       | 0,0002229     | -0,0001288    | 136,9 
 1940| 1000         | 0,0000875       | 0,0002194     | -0,0001319    | 150,7 
 1941| 1000         | 0,0000903       | 0,0002296     | -0,0001393    | 154,3 
 1942| 1000         | 0,0000886       | 0,0002873     | -0,0001987    | 224,3 
 1943| 1000         | 0,0000898       | 0,0002399     | -0,0001501    | 167,1 
 1944| 1000         | 0,0000931       | 0,0002349     | -0,0001418    | 152,3 
 1945| 1000         | 0,0000929       | 0,0002709     | -0,0001780    | 191,6 
 1946| 1000         | 0,0000894       | 0,0002254     | -0,0001360    | 152,1 
 1947| 1000         | 0,0000920       | 0,0002279     | -0,0001359    | 147,7 
 1948| 1000         | 0,0000880       | 0,0002147     | -0,0001267    | 144,0 
 1949| 1000         | 0,0000913       | 0,0002281     | -0,0001368    | 149,8 
 1950| 1000         | 0,0000900       | 0,0002299     | -0,0001399    | 155,4 
 1951| 1000         | 0,0000899       | 0,0002099     | -0,0001200    | 133,5 
 1952| 1000         | 0,0000885       | 0,0002270     | -0,0001385    | 156,5 
 1953| 1000         | 0,0000916       | 0,0002299     | -0,0001383    | 151,0 
 1954| 1000         | 0,0000921       | 0,0002317     | -0,0001396    | 151,6 
 1955| 1000         | 0,0000881       | 0,0002192     | -0,0001311    | 148,8 
 1956| 1000         | 0,0000926       | 0,0002250     | -0,0001324    | 143,0 
 1957| 1000         | 0,0000947       | 0,0002212     | -0,0001265    | 133,6 
 1958| 1000         | 0,0000904       | 0,0002305     | -0,0001401    | 155,0 
 1959| 1000         | 0,0000896       | 0,0002214     | -0,0001318    | 147,1 
 1960| 1000         | 0,0000914       | 0,0002192     | -0,0001278    | 139,8 
 1961| 1000         | 0,0000891       | 0,0002343     | -0,0001452    | 163,0 
 1962| 1000         | 0,0000867       | 0,0002293     | -0,0001426    | 164,5 
 1963| 1000         | 0,0000893       | 0,0002254     | -0,0001361    | 152,4 
 1964| 1000         | 0,0000900       | 0,0002325     | -0,0001425    | 158,3 
 1965| 1000         | 0,0000940       | 0,0002274     | -0,0001334    | 141,9 
 1966| 1000         | 0,0000891       | 0,0002262     | -0,0001371    | 153,9 
 1967| 1000         | 0,0000850       | 0,0002368     | -0,0001518    | 178,6 
 1968| 1000         | 0,0000928       | 0,0002303     | -0,0001375    | 148,2 
 1969| 1000         | 0,0000896       | 0,0002073     | -0,0001177    | 131,4 
 1970| 1000         | 0,0001037       | 0,0002374     | -0,0001337    | 128,9 
 1971| 1000         | 0,0001065       | 0,0002262     | -0,0001197    | 112,4 
 1972| 1000         | 0,0000904       | 0,0002200     | -0,0001296    | 143,4 
 1973| 1000         | 0,0000860       | 0,0002092     | -0,0001232    | 143,3 
 1974| 1000         | 0,0000958       | 0,0002321     | -0,0001363    | 142,3 
 1975| 1000         | 0,0000872       | 0,0002301     | -0,0001429    | 163,9 
 1976| 1000         | 0,0000916       | 0,0002315     | -0,0001399    | 152,7 
 1977| 1000         | 0,0000909       | 0,0002305     | -0,0001396    | 153,6 
 1978| 1000         | 0,0000947       | 0,0002918     | -0,0001971    | 208,1 
 1979| 1000         | 0,0000900       | 0,0002216     | -0,0001316    | 146,2 
 1980| 1000         | 0,0000913       | 0,0002233     | -0,0001320    | 144,6 
 1981| 1000         | 0,0000934       | 0,0002450     | -0,0001516    | 162,3 
 1982| 1000         | 0,0000929       | 0,0002212     | -0,0001283    | 138,1 
 1983| 1000         | 0,0000902       | 0,0002302     | -0,0001400    | 155,2 
 1984| 1000         | 0,0000922       | 0,0002288     | -0,0001366    | 148,2 
 1985| 1000         | 0,0000898       | 0,0002255     | -0,0001357    | 151,1 
 1986| 1000         | 0,0000912       | 0,0002216     | -0,0001304    | 143,0 
 1987| 1000         | 0,0000914       | 0,0002292     | -0,0001378    | 150,8 
 1988| 1000         | 0,0000933       | 0,0002254     | -0,0001321    | 141,6 
 1989| 1000         | 0,0000920       | 0,0002303     | -0,0001383    | 150,3 
 1990| 1000         | 0,0000875       | 0,0002202     | -0,0001327    | 151,7 
 1991| 1000         | 0,0000999       | 0,0002837     | -0,0001838    | 184,0 
 1992| 1000         | 0,0000898       | 0,0002308     | -0,0001410    | 157,0 
 1993| 1000         | 0,0000890       | 0,0002259     | -0,0001369    | 153,8 
 1994| 1000         | 0,0000869       | 0,0002871     | -0,0002002    | 230,4 
 1995| 1000         | 0,0000896       | 0,0002280     | -0,0001384    | 154,5 
 1996| 1000         | 0,0000952       | 0,0002176     | -0,0001224    | 128,6 
 1997| 1000         | 0,0000885       | 0,0002286     | -0,0001401    | 158,3 
 1998| 1000         | 0,0000881       | 0,0002265     | -0,0001384    | 157,1 
 1999| 1000         | 0,0000896       | 0,0002175     | -0,0001279    | 142,7 
 2000| 1000         | 0,0000924       | 0,0002301     | -0,0001377    | 149,0 
 2001| 10000        | 0,0012869       | 0,0010390     | 0,0002479     | -19,3 
 2002| 10000        | 0,0012728       | 0,0012467     | 0,0000261     | -2,1 
 2003| 10000        | 0,0013643       | 0,0013336     | 0,0000307     | -2,3 
 2004| 10000        | 0,0011033       | 0,0009974     | 0,0001059     | -9,6 
 2005| 10000        | 0,0011796       | 0,0009568     | 0,0002228     | -18,9 
 2006| 10000        | 0,0011225       | 0,0011442     | -0,0000217    |  1,9 
 2007| 10000        | 0,0011027       | 0,0011030     | -0,0000003    |  0,0 
 2008| 10000        | 0,0012272       | 0,0011400     | 0,0000872     | -7,1 
 2009| 10000        | 0,0011577       | 0,0010018     | 0,0001559     | -13,5 
 2010| 10000        | 0,0011231       | 0,0009773     | 0,0001458     | -13,0 
 2011| 10000        | 0,0011167       | 0,0009318     | 0,0001849     | -16,6 
 2012| 10000        | 0,0010797       | 0,0008832     | 0,0001965     | -18,2 
 2013| 10000        | 0,0013719       | 0,0014542     | -0,0000823    |  6,0 
 2014| 10000        | 0,0013478       | 0,0020399     | -0,0006921    | 51,4 
 2015| 10000        | 0,0012118       | 0,0011949     | 0,0000169     | -1,4 
 2016| 10000        | 0,0010946       | 0,0010110     | 0,0000836     | -7,6 
 2017| 10000        | 0,0011151       | 0,0009609     | 0,0001542     | -13,8 
 2018| 10000        | 0,0011686       | 0,0008336     | 0,0003350     | -28,7 
 2019| 10000        | 0,0010803       | 0,0008053     | 0,0002750     | -25,5 
 2020| 10000        | 0,0010472       | 0,0007740     | 0,0002732     | -26,1 
 2021| 10000        | 0,0011437       | 0,0010303     | 0,0001134     | -9,9 
 2022| 10000        | 0,0010911       | 0,0009341     | 0,0001570     | -14,4 
 2023| 10000        | 0,0011043       | 0,0008965     | 0,0002078     | -18,8 
 2024| 10000        | 0,0010976       | 0,0008731     | 0,0002245     | -20,5 
 2025| 10000        | 0,0010453       | 0,0008172     | 0,0002281     | -21,8 
 2026| 10000        | 0,0010591       | 0,0008298     | 0,0002293     | -21,7 
 2027| 10000        | 0,0011078       | 0,0007965     | 0,0003113     | -28,1 
 2028| 10000        | 0,0010412       | 0,0008371     | 0,0002041     | -19,6 
